company,date,openprice,closeprice
AAL,2020-03-05 00:00:00,17.54,16.04
AAL,2020-03-04 00:00:00,18.36,18.53
AAL,2020-03-03 00:00:00,19.66,17.85
AAL,2020-03-02 00:00:00,19.05,18.86
AAL,2020-02-28 00:00:00,19.80,19.05
AAL,2020-02-27 00:00:00,20.85,20.60
AAL,2020-02-26 00:00:00,23.57,22.31
AAL,2020-02-25 00:00:00,25.62,23.12
AAL,2020-02-24 00:00:00,25.98,25.45
AAL,2020-02-21 00:00:00,28.12,27.82
AAL,2020-02-20 00:00:00,28.24,28.51
AAL,2020-02-19 00:00:00,28.84,28.33
AAL,2020-02-18 00:00:00,29.04,28.63
AAL,2020-02-14 00:00:00,30.01,29.20
AAL,2020-02-13 00:00:00,30.03,30.09
AAL,2020-02-12 00:00:00,30,30.47
AAL,2020-02-11 00:00:00,29.06,29.84
AAL,2020-02-10 00:00:00,28.19,28.79
AAL,2020-02-07 00:00:00,28.06,28.38
AAL,2020-02-06 00:00:00,29.26,28.30
AAL,2020-02-05 00:00:00,28.96,29.10
AAL,2020-02-04 00:00:00,27.68,28.43
AAL,2020-02-03 00:00:00,26.93,27.16
AAL,2020-01-31 00:00:00,27.50,26.84
AAL,2020-01-30 00:00:00,26.30,27.72
AAL,2020-01-29 00:00:00,26.88,26.80
AAL,2020-01-28 00:00:00,26.36,26.90
AAL,2020-01-27 00:00:00,26.57,26.11
AAL,2020-01-24 00:00:00,28.85,27.64
AAL,2020-01-23 00:00:00,27.39,28.80
AAL,2020-01-22 00:00:00,27.51,27.32
AAL,2020-01-21 00:00:00,27.97,27.20
AAL,2020-01-17 00:00:00,28.30,28.40
AAL,2020-01-16 00:00:00,27.79,28.23
AAL,2020-01-15 00:00:00,27.45,27.58
AAL,2020-01-14 00:00:00,27.91,27.53
AAL,2020-01-13 00:00:00,27.32,27.39
AAL,2020-01-10 00:00:00,27.96,27.32
AAL,2020-01-09 00:00:00,28.09,27.95
AAL,2020-01-08 00:00:00,27.10,27.84
AAL,2020-01-07 00:00:00,27.56,27.22
AAL,2020-01-06 00:00:00,27.19,27.32
AAL,2020-01-03 00:00:00,28.27,27.65
AAL,2020-01-02 00:00:00,28.98,29.09
AAL,2019-12-31 00:00:00,28.20,28.68
AAL,2019-12-30 00:00:00,28.50,28.30
AAL,2019-12-27 00:00:00,29.76,28.44
AAL,2019-12-26 00:00:00,29.32,29.67
AAL,2019-12-24 00:00:00,29.32,29.18
AAL,2019-12-23 00:00:00,29.25,29.30
AAL,2019-12-20 00:00:00,28.67,29.04
AAL,2019-12-19 00:00:00,28,28.55
AAL,2019-12-18 00:00:00,28.35,28
AAL,2019-12-17 00:00:00,27.97,28.28
AAL,2019-12-16 00:00:00,27.62,27.92
AAL,2019-12-13 00:00:00,27.93,27.48
AAL,2019-12-12 00:00:00,27.09,27.72
AAL,2019-12-11 00:00:00,27.08,26.86
AAL,2019-12-10 00:00:00,27.55,27
AAL,2019-12-09 00:00:00,27.62,27.49
AAL,2019-12-06 00:00:00,27.50,27.73
AAL,2019-12-05 00:00:00,27.46,27.24
AAL,2019-12-04 00:00:00,27.42,27.38
AAL,2019-12-03 00:00:00,27.73,27.29
AAL,2019-12-02 00:00:00,28.79,28.08
AAL,2019-11-29 00:00:00,28.92,28.74
AAL,2019-11-27 00:00:00,29.07,28.95
AAL,2019-11-26 00:00:00,28.95,29.05
AAL,2019-11-25 00:00:00,28.80,28.99
AAL,2019-11-22 00:00:00,28.20,28.68
AAL,2019-11-21 00:00:00,28.27,27.93
AAL,2019-11-20 00:00:00,29.14,28.23
AAL,2019-11-19 00:00:00,28.93,29.29
AAL,2019-11-18 00:00:00,28.64,28.60
AAL,2019-11-15 00:00:00,28.95,28.86
AAL,2019-11-14 00:00:00,28.75,28.77
AAL,2019-11-13 00:00:00,29.03,28.66
AAL,2019-11-12 00:00:00,30.58,29.52
AAL,2019-11-11 00:00:00,30.54,30.59
AAL,2019-11-08 00:00:00,30.72,30.76
AAL,2019-11-07 00:00:00,31.21,30.89
AAL,2019-11-06 00:00:00,31.17,30.96
AAL,2019-11-05 00:00:00,31,31.18
AAL,2019-11-04 00:00:00,30.71,30.95
AAL,2019-11-01 00:00:00,30.30,30.56
AAL,2019-10-31 00:00:00,30.07,30.06
AAL,2019-10-30 00:00:00,30.77,30.29
AAL,2019-10-29 00:00:00,31.42,30.92
AAL,2019-10-28 00:00:00,31,31.36
AAL,2019-10-25 00:00:00,29.40,30.86
AAL,2019-10-24 00:00:00,29.27,29.41
AAL,2019-10-23 00:00:00,28.25,28.29
AAL,2019-10-22 00:00:00,28.50,28.26
AAL,2019-10-21 00:00:00,28.51,28.62
AAL,2019-10-18 00:00:00,27.80,28.22
AAL,2019-10-17 00:00:00,28.31,27.93
AAL,2019-10-16 00:00:00,28.33,28.05
AAL,2019-10-15 00:00:00,27.63,28.27
AAL,2019-10-14 00:00:00,27.37,27.62
AAL,2019-10-11 00:00:00,27.63,27.36
AAL,2019-10-10 00:00:00,26.68,27.18
AAL,2019-10-09 00:00:00,26.78,27.07
AAL,2019-10-08 00:00:00,25.56,26.26
AAL,2019-10-07 00:00:00,25.80,25.83
AAL,2019-10-04 00:00:00,25.33,25.83
AAL,2019-10-03 00:00:00,25.47,25.27
AAL,2019-10-02 00:00:00,26.50,25.37
AAL,2019-10-01 00:00:00,27.08,26.80
AAL,2019-09-30 00:00:00,27.35,26.97
AAL,2019-09-27 00:00:00,27.01,27.01
AAL,2019-09-26 00:00:00,27.57,27.19
AAL,2019-09-25 00:00:00,27.13,27.44
AAL,2019-09-24 00:00:00,27.62,27.00
AAL,2019-09-23 00:00:00,27.71,27.50
AAL,2019-09-20 00:00:00,28.20,27.99
AAL,2019-09-19 00:00:00,28.63,28.30
AAL,2019-09-18 00:00:00,28.55,28.60
AAL,2019-09-17 00:00:00,28.02,28.64
AAL,2019-09-16 00:00:00,28.56,27.77
AAL,2019-09-13 00:00:00,30.20,29.95
AAL,2019-09-12 00:00:00,29.67,29.94
AAL,2019-09-11 00:00:00,29.16,29.76
AAL,2019-09-10 00:00:00,28.28,29.12
AAL,2019-09-09 00:00:00,27.79,28.44
AAL,2019-09-06 00:00:00,28.16,27.79
AAL,2019-09-05 00:00:00,27.45,27.69
AAL,2019-09-04 00:00:00,26.66,27
AAL,2019-09-03 00:00:00,26.16,26.51
AAL,2019-08-30 00:00:00,26.40,26.31
AAL,2019-08-29 00:00:00,25.79,26.32
AAL,2019-08-28 00:00:00,24.41,25.33
AAL,2019-08-27 00:00:00,25.27,24.45
AAL,2019-08-26 00:00:00,25.90,25.19
AAL,2019-08-23 00:00:00,26.27,25.42
AAL,2019-08-22 00:00:00,26.46,26.53
AAL,2019-08-21 00:00:00,26.06,26.42
AAL,2019-08-20 00:00:00,26.08,25.83
AAL,2019-08-19 00:00:00,26.20,26.10
AAL,2019-08-16 00:00:00,25.62,25.79
AAL,2019-08-15 00:00:00,26.20,25.41
AAL,2019-08-14 00:00:00,27.05,26.10
AAL,2019-08-13 00:00:00,27.62,27.51
AAL,2019-08-12 00:00:00,28.50,27.64
AAL,2019-08-09 00:00:00,28.85,28.78
AAL,2019-08-08 00:00:00,28.81,29.08
AAL,2019-08-07 00:00:00,28,28.63
AAL,2019-08-06 00:00:00,28.85,28.36
AAL,2019-08-05 00:00:00,28.97,28.53
AAL,2019-08-02 00:00:00,29.70,29.45
AAL,2019-08-01 00:00:00,30.43,29.84
AAL,2019-07-31 00:00:00,30.68,30.51
AAL,2019-07-30 00:00:00,30.45,30.71
AAL,2019-07-29 00:00:00,30.97,30.74
AAL,2019-07-26 00:00:00,32,31.24
AAL,2019-07-25 00:00:00,34.55,31.67
AAL,2019-07-24 00:00:00,33.62,34.59
AAL,2019-07-23 00:00:00,33.02,33.73
AAL,2019-07-22 00:00:00,33.22,32.90
AAL,2019-07-19 00:00:00,33.82,33.08
AAL,2019-07-18 00:00:00,33.41,33.74
AAL,2019-07-17 00:00:00,34.34,33.26
AAL,2019-07-16 00:00:00,33.70,34.22
AAL,2019-07-15 00:00:00,33.67,33.61
AAL,2019-07-12 00:00:00,33.12,33.78
AAL,2019-07-11 00:00:00,33.06,33.03
AAL,2019-07-10 00:00:00,32.93,32.94
AAL,2019-07-09 00:00:00,32.40,32.36
AAL,2019-07-08 00:00:00,31.99,32.79
AAL,2019-07-05 00:00:00,32.54,32.46
AAL,2019-07-03 00:00:00,32.40,32.72
AAL,2019-07-02 00:00:00,33.09,32.19
AAL,2019-07-01 00:00:00,33.14,32.88
AAL,2019-06-28 00:00:00,32.23,32.61
AAL,2019-06-27 00:00:00,31.56,32.15
AAL,2019-06-26 00:00:00,31.48,31.46
AAL,2019-06-25 00:00:00,31.83,31.26
AAL,2019-06-24 00:00:00,31.57,31.82
AAL,2019-06-21 00:00:00,32.03,31.57
AAL,2019-06-20 00:00:00,33.66,32.15
AAL,2019-06-19 00:00:00,32.72,33.21
AAL,2019-06-18 00:00:00,32.78,32.52
AAL,2019-06-17 00:00:00,32.10,32.56
AAL,2019-06-14 00:00:00,32.97,32.68
AAL,2019-06-13 00:00:00,31.69,33.09
AAL,2019-06-12 00:00:00,30.56,31.10
AAL,2019-06-11 00:00:00,31.10,30.58
AAL,2019-06-10 00:00:00,31.15,30.76
AAL,2019-06-07 00:00:00,30.59,30.92
AAL,2019-06-06 00:00:00,30.40,30.38
AAL,2019-06-05 00:00:00,29.76,30.36
AAL,2019-06-04 00:00:00,27.63,29.12
AAL,2019-06-03 00:00:00,27.12,27.20
AAL,2019-05-31 00:00:00,27.80,27.23
AAL,2019-05-30 00:00:00,28.50,28.17
AAL,2019-05-29 00:00:00,28.51,28.41
AAL,2019-05-28 00:00:00,29.26,28.73
AAL,2019-05-24 00:00:00,29.69,29.17
AAL,2019-05-23 00:00:00,29.73,29.50
AAL,2019-05-22 00:00:00,31.23,29.92
AAL,2019-05-21 00:00:00,31.21,31.30
AAL,2019-05-20 00:00:00,30.65,30.96
AAL,2019-05-17 00:00:00,32.03,31.74
AAL,2019-05-16 00:00:00,32.20,32.32
AAL,2019-05-15 00:00:00,32.03,32.16
AAL,2019-05-14 00:00:00,32.19,32.34
AAL,2019-05-13 00:00:00,33.16,32.14
AAL,2019-05-10 00:00:00,33.72,33.99
AAL,2019-05-09 00:00:00,33.39,33.95
AAL,2019-05-08 00:00:00,33.70,33.75
AAL,2019-05-07 00:00:00,34.25,33.91
AAL,2019-05-06 00:00:00,34.25,34.75
AAL,2019-05-03 00:00:00,34.21,34.79
AAL,2019-05-02 00:00:00,33.96,33.95
AAL,2019-05-01 00:00:00,34.30,33.91
AAL,2019-04-30 00:00:00,33.78,34.18
AAL,2019-04-29 00:00:00,33.51,33.77
AAL,2019-04-26 00:00:00,32.15,33.06
AAL,2019-04-25 00:00:00,34.05,33.41
AAL,2019-04-24 00:00:00,33.92,33.99
AAL,2019-04-23 00:00:00,33.43,33.97
AAL,2019-04-22 00:00:00,34.10,33.48
AAL,2019-04-18 00:00:00,34.43,34.37
AAL,2019-04-17 00:00:00,34.45,34.38
AAL,2019-04-16 00:00:00,33.96,34.03
AAL,2019-04-15 00:00:00,34.65,33.75
AAL,2019-04-12 00:00:00,34.99,34.69
AAL,2019-04-11 00:00:00,33.99,34.81
AAL,2019-04-10 00:00:00,33.76,34.02
AAL,2019-04-09 00:00:00,33.37,33.31
AAL,2019-04-08 00:00:00,33.64,33.88
AAL,2019-04-05 00:00:00,33.97,34.06
AAL,2019-04-04 00:00:00,33.96,33.93
AAL,2019-04-03 00:00:00,33.22,33.71
AAL,2019-04-02 00:00:00,33.04,32.99
AAL,2019-04-01 00:00:00,31.98,32.35
AAL,2019-03-29 00:00:00,31.14,31.76
AAL,2019-03-28 00:00:00,31.01,30.90
AAL,2019-03-27 00:00:00,30.27,30.94
AAL,2019-03-26 00:00:00,30.51,30.21
AAL,2019-03-25 00:00:00,30.53,30.21
AAL,2019-03-22 00:00:00,31.32,30.57
AAL,2019-03-21 00:00:00,30.89,31.45
AAL,2019-03-20 00:00:00,31.50,30.96
AAL,2019-03-19 00:00:00,31.50,31.59
AAL,2019-03-18 00:00:00,31.50,31.38
AAL,2019-03-15 00:00:00,32.28,31.43
AAL,2019-03-14 00:00:00,31.96,32.13
AAL,2019-03-13 00:00:00,31.22,31.84
AAL,2019-03-12 00:00:00,32.19,30.92
AAL,2019-03-11 00:00:00,31.64,32.05
AAL,2019-03-08 00:00:00,31.90,31.91
AAL,2019-03-07 00:00:00,32.70,32.22
AAL,2019-03-06 00:00:00,33.22,32.76
AAPL,2020-03-05 00:00:00,295.52,292.92
AAPL,2020-03-04 00:00:00,296.44,302.74
AAPL,2020-03-03 00:00:00,303.67,289.32
AAPL,2020-03-02 00:00:00,282.28,298.81
AAPL,2020-02-28 00:00:00,257.26,273.36
AAPL,2020-02-27 00:00:00,281.10,273.52
AAPL,2020-02-26 00:00:00,286.53,292.65
AAPL,2020-02-25 00:00:00,300.95,288.08
AAPL,2020-02-24 00:00:00,297.26,298.18
AAPL,2020-02-21 00:00:00,318.62,313.05
AAPL,2020-02-20 00:00:00,322.63,320.30
AAPL,2020-02-19 00:00:00,320,323.62
AAPL,2020-02-18 00:00:00,315.36,319
AAPL,2020-02-14 00:00:00,324.74,324.95
AAPL,2020-02-13 00:00:00,324.19,324.87
AAPL,2020-02-12 00:00:00,321.47,327.20
AAPL,2020-02-11 00:00:00,323.60,319.61
AAPL,2020-02-10 00:00:00,314.18,321.55
AAPL,2020-02-07 00:00:00,322.37,320.03
AAPL,2020-02-06 00:00:00,322.57,325.21
AAPL,2020-02-05 00:00:00,323.52,321.45
AAPL,2020-02-04 00:00:00,315.31,318.85
AAPL,2020-02-03 00:00:00,304.30,308.66
AAPL,2020-01-31 00:00:00,320.93,309.51
AAPL,2020-01-30 00:00:00,320.54,323.87
AAPL,2020-01-29 00:00:00,324.45,324.34
AAPL,2020-01-28 00:00:00,312.60,317.69
AAPL,2020-01-27 00:00:00,310.06,308.95
AAPL,2020-01-24 00:00:00,320.25,318.31
AAPL,2020-01-23 00:00:00,317.92,319.23
AAPL,2020-01-22 00:00:00,318.58,317.70
AAPL,2020-01-21 00:00:00,317.19,316.57
AAPL,2020-01-17 00:00:00,316.27,318.73
AAPL,2020-01-16 00:00:00,313.59,315.24
AAPL,2020-01-15 00:00:00,311.85,311.34
AAPL,2020-01-14 00:00:00,316.70,312.68
AAPL,2020-01-13 00:00:00,311.64,316.96
AAPL,2020-01-10 00:00:00,310.60,310.33
AAPL,2020-01-09 00:00:00,307.24,309.63
AAPL,2020-01-08 00:00:00,297.16,303.19
AAPL,2020-01-07 00:00:00,299.84,298.39
AAPL,2020-01-06 00:00:00,293.79,299.80
AAPL,2020-01-03 00:00:00,297.15,297.43
AAPL,2020-01-02 00:00:00,296.24,300.35
AAPL,2019-12-31 00:00:00,289.93,293.65
AAPL,2019-12-30 00:00:00,289.46,291.52
AAPL,2019-12-27 00:00:00,291.12,289.80
AAPL,2019-12-26 00:00:00,284.82,289.91
AAPL,2019-12-24 00:00:00,284.69,284.27
AAPL,2019-12-23 00:00:00,280.53,284
AAPL,2019-12-20 00:00:00,282.23,279.44
AAPL,2019-12-19 00:00:00,279.50,280.02
AAPL,2019-12-18 00:00:00,279.80,279.74
AAPL,2019-12-17 00:00:00,279.57,280.41
AAPL,2019-12-16 00:00:00,277,279.86
AAPL,2019-12-13 00:00:00,271.46,275.15
AAPL,2019-12-12 00:00:00,267.78,271.46
AAPL,2019-12-11 00:00:00,268.81,270.77
AAPL,2019-12-10 00:00:00,268.60,268.48
AAPL,2019-12-09 00:00:00,270,266.92
AAPL,2019-12-06 00:00:00,267.48,270.71
AAPL,2019-12-05 00:00:00,263.79,265.58
AAPL,2019-12-04 00:00:00,261.07,261.74
AAPL,2019-12-03 00:00:00,258.31,259.45
AAPL,2019-12-02 00:00:00,267.27,264.16
AAPL,2019-11-29 00:00:00,266.60,267.25
AAPL,2019-11-27 00:00:00,265.58,267.84
AAPL,2019-11-26 00:00:00,266.94,264.29
AAPL,2019-11-25 00:00:00,262.71,266.37
AAPL,2019-11-22 00:00:00,262.59,261.78
AAPL,2019-11-21 00:00:00,263.69,262.01
AAPL,2019-11-20 00:00:00,265.54,263.19
AAPL,2019-11-19 00:00:00,267.90,266.29
AAPL,2019-11-18 00:00:00,265.80,267.10
AAPL,2019-11-15 00:00:00,263.68,265.76
AAPL,2019-11-14 00:00:00,263.75,262.64
AAPL,2019-11-13 00:00:00,261.13,264.47
AAPL,2019-11-12 00:00:00,261.55,261.96
AAPL,2019-11-11 00:00:00,258.30,262.20
AAPL,2019-11-08 00:00:00,258.69,260.14
AAPL,2019-11-07 00:00:00,258.74,259.43
AAPL,2019-11-06 00:00:00,256.77,257.24
AAPL,2019-11-05 00:00:00,257.05,257.13
AAPL,2019-11-04 00:00:00,257.33,257.50
AAPL,2019-11-01 00:00:00,249.54,255.82
AAPL,2019-10-31 00:00:00,247.24,248.76
AAPL,2019-10-30 00:00:00,244.76,243.26
AAPL,2019-10-29 00:00:00,248.97,243.29
AAPL,2019-10-28 00:00:00,247.42,249.05
AAPL,2019-10-25 00:00:00,243.16,246.58
AAPL,2019-10-24 00:00:00,244.51,243.58
AAPL,2019-10-23 00:00:00,242.10,243.18
AAPL,2019-10-22 00:00:00,241.16,239.96
AAPL,2019-10-21 00:00:00,237.52,240.51
AAPL,2019-10-18 00:00:00,234.59,236.41
AAPL,2019-10-17 00:00:00,235.09,235.28
AAPL,2019-10-16 00:00:00,233.37,234.37
AAPL,2019-10-15 00:00:00,236.39,235.32
AAPL,2019-10-14 00:00:00,234.90,235.87
AAPL,2019-10-11 00:00:00,232.95,236.21
AAPL,2019-10-10 00:00:00,227.93,230.09
AAPL,2019-10-09 00:00:00,227.03,227.03
AAPL,2019-10-08 00:00:00,225.82,224.40
AAPL,2019-10-07 00:00:00,226.27,227.06
AAPL,2019-10-04 00:00:00,225.64,227.01
AAPL,2019-10-03 00:00:00,218.43,220.82
AAPL,2019-10-02 00:00:00,223.06,218.96
AAPL,2019-10-01 00:00:00,225.07,224.59
AAPL,2019-09-30 00:00:00,220.90,223.97
AAPL,2019-09-27 00:00:00,220.54,218.82
AAPL,2019-09-26 00:00:00,220,219.89
AAPL,2019-09-25 00:00:00,218.55,221.03
AAPL,2019-09-24 00:00:00,221.03,217.68
AAPL,2019-09-23 00:00:00,218.95,218.72
AAPL,2019-09-20 00:00:00,221.38,217.73
AAPL,2019-09-19 00:00:00,222.01,220.96
AAPL,2019-09-18 00:00:00,221.06,222.77
AAPL,2019-09-17 00:00:00,219.96,220.70
AAPL,2019-09-16 00:00:00,217.73,219.90
AAPL,2019-09-13 00:00:00,220,218.75
AAPL,2019-09-12 00:00:00,224.80,223.09
AAPL,2019-09-11 00:00:00,218.07,223.59
AAPL,2019-09-10 00:00:00,213.86,216.70
AAPL,2019-09-09 00:00:00,214.84,214.17
AAPL,2019-09-06 00:00:00,214.05,213.26
AAPL,2019-09-05 00:00:00,212,213.28
AAPL,2019-09-04 00:00:00,208.39,209.19
AAPL,2019-09-03 00:00:00,206.43,205.70
AAPL,2019-08-30 00:00:00,210.16,208.74
AAPL,2019-08-29 00:00:00,208.50,209.01
AAPL,2019-08-28 00:00:00,204.10,205.53
AAPL,2019-08-27 00:00:00,207.86,204.16
AAPL,2019-08-26 00:00:00,205.86,206.49
AAPL,2019-08-23 00:00:00,209.43,202.64
AAPL,2019-08-22 00:00:00,213.19,212.46
AAPL,2019-08-21 00:00:00,212.99,212.64
AAPL,2019-08-20 00:00:00,210.88,210.36
AAPL,2019-08-19 00:00:00,210.62,210.35
AAPL,2019-08-16 00:00:00,204.28,206.50
AAPL,2019-08-15 00:00:00,203.46,201.74
AAPL,2019-08-14 00:00:00,203.16,202.75
AAPL,2019-08-13 00:00:00,201.02,208.97
AAPL,2019-08-12 00:00:00,199.62,200.48
AAPL,2019-08-09 00:00:00,201.30,200.99
AAPL,2019-08-08 00:00:00,200.20,203.43
AAPL,2019-08-07 00:00:00,195.41,199.04
AAPL,2019-08-06 00:00:00,196.31,197
AAPL,2019-08-05 00:00:00,197.99,193.34
AAPL,2019-08-02 00:00:00,205.53,204.02
AAPL,2019-08-01 00:00:00,213.90,208.43
AAPL,2019-07-31 00:00:00,216.42,213.04
AAPL,2019-07-30 00:00:00,208.76,208.78
AAPL,2019-07-29 00:00:00,208.46,209.68
AAPL,2019-07-26 00:00:00,207.48,207.74
AAPL,2019-07-25 00:00:00,208.89,207.02
AAPL,2019-07-24 00:00:00,207.67,208.67
AAPL,2019-07-23 00:00:00,208.46,208.84
AAPL,2019-07-22 00:00:00,203.65,207.22
AAPL,2019-07-19 00:00:00,205.79,202.59
AAPL,2019-07-18 00:00:00,204,205.66
AAPL,2019-07-17 00:00:00,204.05,203.35
AAPL,2019-07-16 00:00:00,204.59,204.50
AAPL,2019-07-15 00:00:00,204.09,205.21
AAPL,2019-07-12 00:00:00,202.45,203.30
AAPL,2019-07-11 00:00:00,203.31,201.75
AAPL,2019-07-10 00:00:00,201.85,203.23
AAPL,2019-07-09 00:00:00,199.20,201.24
AAPL,2019-07-08 00:00:00,200.81,200.02
AAPL,2019-07-05 00:00:00,203.35,204.23
AAPL,2019-07-03 00:00:00,203.28,204.41
AAPL,2019-07-02 00:00:00,201.41,202.73
AAPL,2019-07-01 00:00:00,203.17,201.55
AAPL,2019-06-28 00:00:00,198.68,197.92
AAPL,2019-06-27 00:00:00,200.29,199.74
AAPL,2019-06-26 00:00:00,197.77,199.80
AAPL,2019-06-25 00:00:00,198.43,195.57
AAPL,2019-06-24 00:00:00,198.54,198.58
AAPL,2019-06-21 00:00:00,198.80,198.78
AAPL,2019-06-20 00:00:00,200.37,199.46
AAPL,2019-06-19 00:00:00,199.68,197.87
AAPL,2019-06-18 00:00:00,196.05,198.45
AAPL,2019-06-17 00:00:00,192.90,193.89
AAPL,2019-06-14 00:00:00,191.55,192.74
AAPL,2019-06-13 00:00:00,194.70,194.15
AAPL,2019-06-12 00:00:00,193.95,194.19
AAPL,2019-06-11 00:00:00,194.86,194.81
AAPL,2019-06-10 00:00:00,191.81,192.58
AAPL,2019-06-07 00:00:00,186.51,190.15
AAPL,2019-06-06 00:00:00,183.08,185.22
AAPL,2019-06-05 00:00:00,184.28,182.54
AAPL,2019-06-04 00:00:00,175.44,179.64
AAPL,2019-06-03 00:00:00,175.60,173.30
AAPL,2019-05-31 00:00:00,176.23,175.07
AAPL,2019-05-30 00:00:00,177.95,178.30
AAPL,2019-05-29 00:00:00,176.42,177.38
AAPL,2019-05-28 00:00:00,178.92,178.23
AAPL,2019-05-24 00:00:00,180.20,178.97
AAPL,2019-05-23 00:00:00,179.80,179.66
AAPL,2019-05-22 00:00:00,184.66,182.78
AAPL,2019-05-21 00:00:00,185.22,186.60
AAPL,2019-05-20 00:00:00,183.52,183.09
AAPL,2019-05-17 00:00:00,186.93,189
AAPL,2019-05-16 00:00:00,189.91,190.08
AAPL,2019-05-15 00:00:00,186.27,190.92
AAPL,2019-05-14 00:00:00,186.41,188.66
AAPL,2019-05-13 00:00:00,187.71,185.72
AAPL,2019-05-10 00:00:00,197.42,197.18
AAPL,2019-05-09 00:00:00,200.40,200.72
AAPL,2019-05-08 00:00:00,201.90,202.90
AAPL,2019-05-07 00:00:00,205.88,202.86
AAPL,2019-05-06 00:00:00,204.29,208.48
AAPL,2019-05-03 00:00:00,210.89,211.75
AAPL,2019-05-02 00:00:00,209.84,209.15
AAPL,2019-05-01 00:00:00,209.88,210.52
AAPL,2019-04-30 00:00:00,203.06,200.67
AAPL,2019-04-29 00:00:00,204.40,204.61
AAPL,2019-04-26 00:00:00,204.90,204.30
AAPL,2019-04-25 00:00:00,206.83,205.28
AAPL,2019-04-24 00:00:00,207.36,207.16
AAPL,2019-04-23 00:00:00,204.43,207.48
AAPL,2019-04-22 00:00:00,202.83,204.53
AAPL,2019-04-18 00:00:00,203.12,203.86
AAPL,2019-04-17 00:00:00,199.54,203.13
AAPL,2019-04-16 00:00:00,199.46,199.25
AAPL,2019-04-15 00:00:00,198.58,199.23
AAPL,2019-04-12 00:00:00,199.20,198.87
AAPL,2019-04-11 00:00:00,200.85,198.95
AAPL,2019-04-10 00:00:00,198.68,200.62
AAPL,2019-04-09 00:00:00,200.32,199.50
AAPL,2019-04-08 00:00:00,196.42,200.10
AAPL,2019-04-05 00:00:00,196.45,197
AAPL,2019-04-04 00:00:00,194.79,195.69
AAPL,2019-04-03 00:00:00,193.25,195.35
AAPL,2019-04-02 00:00:00,191.09,194.02
AAPL,2019-04-01 00:00:00,191.64,191.24
AAPL,2019-03-29 00:00:00,189.83,189.95
AAPL,2019-03-28 00:00:00,188.95,188.72
AAPL,2019-03-27 00:00:00,188.75,188.47
AAPL,2019-03-26 00:00:00,191.66,186.79
AAPL,2019-03-25 00:00:00,191.51,188.74
AAPL,2019-03-22 00:00:00,195.34,191.05
AAPL,2019-03-21 00:00:00,190.02,195.09
AAPL,2019-03-20 00:00:00,186.23,188.16
AAPL,2019-03-19 00:00:00,188.35,186.53
AAPL,2019-03-18 00:00:00,185.80,188.02
AAPL,2019-03-15 00:00:00,184.85,186.12
AAPL,2019-03-14 00:00:00,183.90,183.73
AAPL,2019-03-13 00:00:00,182.25,181.71
AAPL,2019-03-12 00:00:00,180,180.91
AAPL,2019-03-11 00:00:00,175.49,178.90
AAPL,2019-03-08 00:00:00,170.32,172.91
AAPL,2019-03-07 00:00:00,173.87,172.50
AAPL,2019-03-06 00:00:00,174.67,174.52
ADBE,2020-03-05 00:00:00,355.06,351.03
ADBE,2020-03-04 00:00:00,354.38,363.85
ADBE,2020-03-03 00:00:00,361.76,348.34
ADBE,2020-03-02 00:00:00,349.81,360.28
ADBE,2020-02-28 00:00:00,324.42,345.12
ADBE,2020-02-27 00:00:00,340,337.52
ADBE,2020-02-26 00:00:00,349.40,351.34
ADBE,2020-02-25 00:00:00,361,347.80
ADBE,2020-02-24 00:00:00,355.39,357.41
ADBE,2020-02-21 00:00:00,378.02,372.95
ADBE,2020-02-20 00:00:00,384,378.96
ADBE,2020-02-19 00:00:00,383.83,383.28
ADBE,2020-02-18 00:00:00,380.20,378.85
ADBE,2020-02-14 00:00:00,376.28,379.67
ADBE,2020-02-13 00:00:00,372.56,374.84
ADBE,2020-02-12 00:00:00,370.64,374.29
ADBE,2020-02-11 00:00:00,373.03,369.28
ADBE,2020-02-10 00:00:00,365.44,370
ADBE,2020-02-07 00:00:00,366,366.09
ADBE,2020-02-06 00:00:00,366.16,367.46
ADBE,2020-02-05 00:00:00,373.99,365.55
ADBE,2020-02-04 00:00:00,363.43,366.74
ADBE,2020-02-03 00:00:00,353.41,358
ADBE,2020-01-31 00:00:00,355.84,351.14
ADBE,2020-01-30 00:00:00,349.69,356.74
ADBE,2020-01-29 00:00:00,356.70,351.66
ADBE,2020-01-28 00:00:00,349,354.63
ADBE,2020-01-27 00:00:00,341.04,346.90
ADBE,2020-01-24 00:00:00,354.10,351.37
ADBE,2020-01-23 00:00:00,351.02,351.76
ADBE,2020-01-22 00:00:00,352.60,350.06
ADBE,2020-01-21 00:00:00,346.37,350
ADBE,2020-01-17 00:00:00,349,349.74
ADBE,2020-01-16 00:00:00,345.98,345.38
ADBE,2020-01-15 00:00:00,346.42,342.94
ADBE,2020-01-14 00:00:00,347.01,344.63
ADBE,2020-01-13 00:00:00,341.54,345.63
ADBE,2020-01-10 00:00:00,342.05,339.81
ADBE,2020-01-09 00:00:00,340.14,340.45
ADBE,2020-01-08 00:00:00,333.81,337.87
ADBE,2020-01-07 00:00:00,334.15,333.39
ADBE,2020-01-06 00:00:00,328.29,333.71
ADBE,2020-01-03 00:00:00,329.17,331.81
ADBE,2020-01-02 00:00:00,330,334.43
