company,date,openprice,closeprice
LBTYK,2019-12-13 00:00:00,21.01,21.05
LBTYK,2019-12-12 00:00:00,20.52,20.64
LBTYK,2019-12-11 00:00:00,21.01,20.51
LBTYK,2019-12-10 00:00:00,20.52,21.00
LBTYK,2019-12-09 00:00:00,20.96,20.60
LBTYK,2019-12-06 00:00:00,21.28,21
LBTYK,2019-12-05 00:00:00,21.09,21.11
LBTYK,2019-12-04 00:00:00,20.94,20.98
LBTYK,2019-12-03 00:00:00,21.15,20.89
LBTYK,2019-12-02 00:00:00,21.49,21.20
LBTYK,2019-11-29 00:00:00,21.71,21.50
LBTYK,2019-11-27 00:00:00,21.01,21.67
LBTYK,2019-11-26 00:00:00,20.83,21
LBTYK,2019-11-25 00:00:00,21.42,20.82
LBTYK,2019-11-22 00:00:00,21.84,21.41
LBTYK,2019-11-21 00:00:00,21.63,21.73
LBTYK,2019-11-20 00:00:00,21.75,21.66
LBTYK,2019-11-19 00:00:00,21.87,21.82
LBTYK,2019-11-18 00:00:00,21.20,21.74
LBTYK,2019-11-15 00:00:00,21.89,21.66
LBTYK,2019-11-14 00:00:00,21.87,21.82
LBTYK,2019-11-13 00:00:00,22.54,21.99
LBTYK,2019-11-12 00:00:00,23.25,22.68
LBTYK,2019-11-11 00:00:00,23.33,23.47
LBTYK,2019-11-08 00:00:00,23.38,23.45
LBTYK,2019-11-07 00:00:00,23.50,23.47
LBTYK,2019-11-06 00:00:00,24.18,23.68
LBTYK,2019-11-05 00:00:00,24.06,24.07
LBTYK,2019-11-04 00:00:00,24.19,24.08
LBTYK,2019-11-01 00:00:00,24.07,24.19
LBTYK,2019-10-31 00:00:00,23.60,23.87
LBTYK,2019-10-30 00:00:00,23.59,23.61
LBTYK,2019-10-29 00:00:00,23.34,23.62
LBTYK,2019-10-28 00:00:00,23.26,23.48
LBTYK,2019-10-25 00:00:00,23.35,23.21
LBTYK,2019-10-24 00:00:00,23.27,23.27
LBTYK,2019-10-23 00:00:00,22.63,23.27
LBTYK,2019-10-22 00:00:00,23.73,22.94
LBTYK,2019-10-21 00:00:00,24.36,24.32
LBTYK,2019-10-18 00:00:00,24.33,24.35
LBTYK,2019-10-17 00:00:00,24.67,24.24
LBTYK,2019-10-16 00:00:00,24.63,24.85
LBTYK,2019-10-15 00:00:00,23.66,24.60
LBTYK,2019-10-14 00:00:00,23.52,23.66
LBTYK,2019-10-11 00:00:00,23.32,23.49
LBTYK,2019-10-10 00:00:00,23.89,22.91
LBTYK,2019-10-09 00:00:00,23.86,23.92
LBTYK,2019-10-08 00:00:00,24,23.73
LBTYK,2019-10-07 00:00:00,24.12,24.11
LBTYK,2019-10-04 00:00:00,23.79,24.12
LBTYK,2019-10-03 00:00:00,23.33,23.77
LBTYK,2019-10-02 00:00:00,23.33,23.41
LBTYK,2019-10-01 00:00:00,23.82,23.41
LBTYK,2019-09-30 00:00:00,23.91,23.79
LBTYK,2019-09-27 00:00:00,23.78,23.84
LBTYK,2019-09-26 00:00:00,24.51,23.79
LBTYK,2019-09-25 00:00:00,23.74,24.44
LBTYK,2019-09-24 00:00:00,24.62,23.94
LBTYK,2019-09-23 00:00:00,24.94,24.56
LBTYK,2019-09-20 00:00:00,26.23,25.09
LBTYK,2019-09-19 00:00:00,26.63,26.30
LBTYK,2019-09-18 00:00:00,26.56,26.66
LBTYK,2019-09-17 00:00:00,26.92,26.60
LBTYK,2019-09-16 00:00:00,27.37,27.08
LBTYK,2019-09-13 00:00:00,27.65,27.51
LBTYK,2019-09-12 00:00:00,26.92,27.42
LBTYK,2019-09-11 00:00:00,27.17,26.95
LBTYK,2019-09-10 00:00:00,26.82,27.14
LBTYK,2019-09-09 00:00:00,26.66,26.75
LBTYK,2019-09-06 00:00:00,26.12,26.53
LBTYK,2019-09-05 00:00:00,26.84,26.07
LBTYK,2019-09-04 00:00:00,26.09,26.69
LBTYK,2019-09-03 00:00:00,25.84,25.94
LBTYK,2019-08-30 00:00:00,25.81,26.12
LBTYK,2019-08-29 00:00:00,25.57,25.75
LBTYK,2019-08-28 00:00:00,25.06,25.32
LBTYK,2019-08-27 00:00:00,25.50,25.14
LBTYK,2019-08-26 00:00:00,25.29,25.30
LBTYK,2019-08-23 00:00:00,25.58,25.12
LBTYK,2019-08-22 00:00:00,25.93,25.67
LBTYK,2019-08-21 00:00:00,25.99,25.93
LBTYK,2019-08-20 00:00:00,25.96,25.86
LBTYK,2019-08-19 00:00:00,25.93,25.99
LBTYK,2019-08-16 00:00:00,25.97,25.66
LBTYK,2019-08-15 00:00:00,25.75,25.73
LBTYK,2019-08-14 00:00:00,25.99,25.75
LBTYK,2019-08-13 00:00:00,26.23,26.36
LBTYK,2019-08-12 00:00:00,25.77,26.33
LBTYK,2019-08-09 00:00:00,25.49,25.85
LBTYK,2019-08-08 00:00:00,26.01,25.57
LBTYK,2019-08-07 00:00:00,24.60,25.19
LBTYK,2019-08-06 00:00:00,25,25.02
LBTYK,2019-08-05 00:00:00,25.46,24.97
LBTYK,2019-08-02 00:00:00,25.71,25.95
LBTYK,2019-08-01 00:00:00,25.85,25.83
LBTYK,2019-07-31 00:00:00,26.50,26.04
LBTYK,2019-07-30 00:00:00,26.38,26.54
LBTYK,2019-07-29 00:00:00,27.25,26.59
LBTYK,2019-07-26 00:00:00,27.16,27.25
LBTYK,2019-07-25 00:00:00,27.28,27.21
LBTYK,2019-07-24 00:00:00,27.12,27.31
LBTYK,2019-07-23 00:00:00,27.12,27.13
LBTYK,2019-07-22 00:00:00,27.03,26.91
LBTYK,2019-07-19 00:00:00,27.42,27.05
LBTYK,2019-07-18 00:00:00,25.50,27.42
LBTYK,2019-07-17 00:00:00,25.43,25.50
LBTYK,2019-07-16 00:00:00,25.94,25.50
LBTYK,2019-07-15 00:00:00,26.56,25.88
LBTYK,2019-07-12 00:00:00,26.62,26.54
LBTYK,2019-07-11 00:00:00,26.08,26.58
LBTYK,2019-07-10 00:00:00,26.08,26.06
LBTYK,2019-07-09 00:00:00,26.06,26.01
LBTYK,2019-07-08 00:00:00,26.76,26.27
LBTYK,2019-07-05 00:00:00,26.68,26.92
LBTYK,2019-07-03 00:00:00,27,26.88
LBTYK,2019-07-02 00:00:00,26.79,26.94
LBTYK,2019-07-01 00:00:00,26.92,26.85
LBTYK,2019-06-28 00:00:00,26.20,26.53
LBTYK,2019-06-27 00:00:00,25.86,26.21
LBTYK,2019-06-26 00:00:00,25.75,25.88
LBTYK,2019-06-25 00:00:00,26.25,25.67
LBTYK,2019-06-24 00:00:00,26.84,26.31
LBTYK,2019-06-21 00:00:00,26.83,26.84
LBTYK,2019-06-20 00:00:00,27.15,26.88
LBTYK,2019-06-19 00:00:00,26.46,26.92
LBTYK,2019-06-18 00:00:00,26.22,26.54
LBTYK,2019-06-17 00:00:00,25.92,25.86
LBTYK,2019-06-14 00:00:00,25.62,25.92
LBTYK,2019-06-13 00:00:00,25.54,25.63
LBTYK,2019-06-12 00:00:00,25.76,25.50
LBTYK,2019-06-11 00:00:00,26.20,25.73
LBTYK,2019-06-10 00:00:00,25.69,26.02
LBTYK,2019-06-07 00:00:00,25.30,25.61
LBTYK,2019-06-06 00:00:00,24.83,25.19
LBTYK,2019-06-05 00:00:00,25.17,24.79
LBTYK,2019-06-04 00:00:00,24.47,25.05
LBTYK,2019-06-03 00:00:00,24.17,24.06
LBTYK,2019-05-31 00:00:00,23.79,24.24
LBTYK,2019-05-30 00:00:00,24.40,23.99
LBTYK,2019-05-29 00:00:00,24.41,24.46
LBTYK,2019-05-28 00:00:00,24.55,24.54
LBTYK,2019-05-24 00:00:00,24.75,24.41
LBTYK,2019-05-23 00:00:00,24.64,24.61
LBTYK,2019-05-22 00:00:00,25.17,24.90
LBTYK,2019-05-21 00:00:00,24.71,25.28
LBTYK,2019-05-20 00:00:00,24.35,24.57
LBTYK,2019-05-17 00:00:00,24.95,24.66
LBTYK,2019-05-16 00:00:00,24.74,25.03
LBTYK,2019-05-15 00:00:00,24.10,24.75
LBTYK,2019-05-14 00:00:00,24.10,24.28
LBTYK,2019-05-13 00:00:00,25.16,24.06
LBTYK,2019-05-10 00:00:00,25.50,25.57
LBTYK,2019-05-09 00:00:00,25.09,25.62
LBTYK,2019-05-08 00:00:00,25.13,25.31
LBTYK,2019-05-07 00:00:00,25.77,25.31
LBTYK,2019-05-06 00:00:00,25.60,26.05
LBTYK,2019-05-03 00:00:00,25.60,26.02
LBTYK,2019-05-02 00:00:00,25.72,25.58
LBTYK,2019-05-01 00:00:00,26.18,25.81
LBTYK,2019-04-30 00:00:00,26.08,26.15
LBTYK,2019-04-29 00:00:00,26,26.16
LBTYK,2019-04-26 00:00:00,26.09,26.04
LBTYK,2019-04-25 00:00:00,26.26,25.79
LBTYK,2019-04-24 00:00:00,26.41,26.40
LBTYK,2019-04-23 00:00:00,26.41,26.49
LBTYK,2019-04-22 00:00:00,26.61,26.50
LBTYK,2019-04-18 00:00:00,26.91,26.66
LBTYK,2019-04-17 00:00:00,26.88,26.74
LBTYK,2019-04-16 00:00:00,27.50,26.81
LBTYK,2019-04-15 00:00:00,27.09,27.39
LBTYK,2019-04-12 00:00:00,26.62,27.05
LBTYK,2019-04-11 00:00:00,26.50,26.44
LBTYK,2019-04-10 00:00:00,26.59,26.53
LBTYK,2019-04-09 00:00:00,26.66,26.79
LBTYK,2019-04-08 00:00:00,26.77,26.79
LBTYK,2019-04-05 00:00:00,26,26.86
LBTYK,2019-04-04 00:00:00,25.72,25.88
LBTYK,2019-04-03 00:00:00,24.63,25.65
LBTYK,2019-04-02 00:00:00,24.16,24.62
LBTYK,2019-04-01 00:00:00,24.46,24.15
LBTYK,2019-03-29 00:00:00,24.57,24.21
LBTYK,2019-03-28 00:00:00,24.74,24.53
LBTYK,2019-03-27 00:00:00,24.84,24.81
LBTYK,2019-03-26 00:00:00,25.22,24.75
LBTYK,2019-03-25 00:00:00,25.35,25.10
LBTYK,2019-03-22 00:00:00,25.68,25.36
LBTYK,2019-03-21 00:00:00,25.40,25.77
LBTYK,2019-03-20 00:00:00,25.49,25.48
LBTYK,2019-03-19 00:00:00,25.41,25.48
LBTYK,2019-03-18 00:00:00,25.13,25.44
LBTYK,2019-03-15 00:00:00,25.17,25.37
LBTYK,2019-03-14 00:00:00,24.94,25.06
LBTYK,2019-03-13 00:00:00,24.67,24.95
LBTYK,2019-03-12 00:00:00,24.45,24.60
LBTYK,2019-03-11 00:00:00,24.71,24.30
LBTYK,2019-03-08 00:00:00,25.07,24.61
LBTYK,2019-03-07 00:00:00,25.26,25.22
LBTYK,2019-03-06 00:00:00,25.23,25.30
LRCX,2020-03-05 00:00:00,297.85,299.13
LRCX,2020-03-04 00:00:00,298.87,306.24
LRCX,2020-03-03 00:00:00,300.30,291.46
LRCX,2020-03-02 00:00:00,296.64,300.33
LRCX,2020-02-28 00:00:00,275.82,293.43
LRCX,2020-02-27 00:00:00,285.64,285.70
LRCX,2020-02-26 00:00:00,296.24,296.60
LRCX,2020-02-25 00:00:00,305.82,292.22
LRCX,2020-02-24 00:00:00,299.20,300.46
LRCX,2020-02-21 00:00:00,326.22,316.80
LRCX,2020-02-20 00:00:00,331.95,328.49
LRCX,2020-02-19 00:00:00,331.18,333.85
LRCX,2020-02-18 00:00:00,323.24,325.34
LRCX,2020-02-14 00:00:00,341.49,339.30
LRCX,2020-02-13 00:00:00,335.05,341.58
LRCX,2020-02-12 00:00:00,328,334.62
LRCX,2020-02-11 00:00:00,322.87,325.67
LRCX,2020-02-10 00:00:00,313.98,319.83
LRCX,2020-02-07 00:00:00,320.63,315.40
LRCX,2020-02-06 00:00:00,326,323.52
LRCX,2020-02-05 00:00:00,331.23,325.62
LRCX,2020-02-04 00:00:00,316.56,325.40
LRCX,2020-02-03 00:00:00,300,308.44
LRCX,2020-01-31 00:00:00,308,298.21
LRCX,2020-01-30 00:00:00,318.40,310.95
LRCX,2020-01-29 00:00:00,302.23,298.22
LRCX,2020-01-28 00:00:00,298.78,301.69
LRCX,2020-01-27 00:00:00,297.03,293.79
LRCX,2020-01-24 00:00:00,315.89,306.54
LRCX,2020-01-23 00:00:00,312,312.42
LRCX,2020-01-22 00:00:00,311,311.34
LRCX,2020-01-21 00:00:00,308.19,308.68
LRCX,2020-01-17 00:00:00,307.05,308
LRCX,2020-01-16 00:00:00,301.82,305.95
LRCX,2020-01-15 00:00:00,299.28,298.34
LRCX,2020-01-14 00:00:00,300.14,300.76
LRCX,2020-01-13 00:00:00,294.38,297.29
LRCX,2020-01-10 00:00:00,299.11,294.34
LRCX,2020-01-09 00:00:00,302.12,297.93
LRCX,2020-01-08 00:00:00,297.48,299.97
LRCX,2020-01-07 00:00:00,291.74,296.24
LRCX,2020-01-06 00:00:00,289.79,289.19
LRCX,2020-01-03 00:00:00,292.05,294.69
LRCX,2020-01-02 00:00:00,295.78,297.89
LRCX,2019-12-31 00:00:00,291.50,292.40
LRCX,2019-12-30 00:00:00,292.51,292.54
LRCX,2019-12-27 00:00:00,295.92,293.70
LRCX,2019-12-26 00:00:00,294.97,294.92
LRCX,2019-12-24 00:00:00,295.69,294.48
LRCX,2019-12-23 00:00:00,298.38,294.45
LRCX,2019-12-20 00:00:00,297.79,297.41
LRCX,2019-12-19 00:00:00,290.61,293.29
LRCX,2019-12-18 00:00:00,290.41,288.02
LRCX,2019-12-17 00:00:00,286.50,290.57
LRCX,2019-12-16 00:00:00,286.15,284.25
LRCX,2019-12-13 00:00:00,283.89,281.95
LRCX,2019-12-12 00:00:00,274.45,284.70
LRCX,2019-12-11 00:00:00,268.75,275.40
LRCX,2019-12-10 00:00:00,268.50,268.99
LRCX,2019-12-09 00:00:00,271.31,268.02
LRCX,2019-12-06 00:00:00,268,269.86
LRCX,2019-12-05 00:00:00,264.65,264.82
LRCX,2019-12-04 00:00:00,262.75,262.87
LRCX,2019-12-03 00:00:00,256.79,257.84
LRCX,2019-12-02 00:00:00,266.48,262.94
LRCX,2019-11-29 00:00:00,270.80,266.83
LRCX,2019-11-27 00:00:00,270.80,270.94
LRCX,2019-11-26 00:00:00,270,269.56
LRCX,2019-11-25 00:00:00,264.07,269.01
LRCX,2019-11-22 00:00:00,265.48,261.98
LRCX,2019-11-21 00:00:00,265.72,263.90
LRCX,2019-11-20 00:00:00,275.98,274.13
LRCX,2019-11-19 00:00:00,284.57,276.76
LRCX,2019-11-18 00:00:00,282.76,282.70
LRCX,2019-11-15 00:00:00,280.14,283.68
LRCX,2019-11-14 00:00:00,271.80,275.09
LRCX,2019-11-13 00:00:00,268.87,272.46
LRCX,2019-11-12 00:00:00,275.60,270.01
LRCX,2019-11-11 00:00:00,269.66,271.26
LRCX,2019-11-08 00:00:00,271.30,272.68
LRCX,2019-11-07 00:00:00,278.25,274.11
LRCX,2019-11-06 00:00:00,276.46,275.51
LRCX,2019-11-05 00:00:00,279.55,277.95
LRCX,2019-11-04 00:00:00,280,278.10
LRCX,2019-11-01 00:00:00,273.82,278.26
LRCX,2019-10-31 00:00:00,276.79,271.04
LRCX,2019-10-30 00:00:00,276.41,277.56
LRCX,2019-10-29 00:00:00,280.47,276.49
LRCX,2019-10-28 00:00:00,272.54,281.25
LRCX,2019-10-25 00:00:00,265,270.05
LRCX,2019-10-24 00:00:00,252.45,265.60
LRCX,2019-10-23 00:00:00,232.57,233.18
LRCX,2019-10-22 00:00:00,239.59,234.91
LRCX,2019-10-21 00:00:00,236.98,238.46
LRCX,2019-10-18 00:00:00,235.70,233.70
LRCX,2019-10-17 00:00:00,238.89,236.10
LRCX,2019-10-16 00:00:00,238,234.76
LRCX,2019-10-15 00:00:00,237.76,242.05
LRCX,2019-10-14 00:00:00,236.42,236.28
LRCX,2019-10-11 00:00:00,239.81,237.09
LRCX,2019-10-10 00:00:00,232.59,234.62
LRCX,2019-10-09 00:00:00,232,233.13
LRCX,2019-10-08 00:00:00,229.87,227.70
LRCX,2019-10-07 00:00:00,233.17,232.14
LRCX,2019-10-04 00:00:00,230.17,233.27
LRCX,2019-10-03 00:00:00,229.32,229.05
LRCX,2019-10-02 00:00:00,227.18,228
LRCX,2019-10-01 00:00:00,233,230.39
LRCX,2019-09-30 00:00:00,229.73,231.11
LRCX,2019-09-27 00:00:00,238.81,230.08
LRCX,2019-09-26 00:00:00,241.85,242.83
LRCX,2019-09-25 00:00:00,232.99,241.60
LRCX,2019-09-24 00:00:00,239.20,235.86
LRCX,2019-09-23 00:00:00,235,238.24
LRCX,2019-09-20 00:00:00,237.21,235.31
LRCX,2019-09-19 00:00:00,238.80,236.86
LRCX,2019-09-18 00:00:00,235.01,237.64
LRCX,2019-09-17 00:00:00,234.19,236.78
LRCX,2019-09-16 00:00:00,232.79,234.94
LRCX,2019-09-13 00:00:00,236.63,235.56
LRCX,2019-09-12 00:00:00,235,234.87
LRCX,2019-09-11 00:00:00,232.18,234.01
LRCX,2019-09-10 00:00:00,229.65,231.94
LRCX,2019-09-09 00:00:00,229.72,230.34
LRCX,2019-09-06 00:00:00,227.11,227.92
LRCX,2019-09-05 00:00:00,227.17,226.74
LRCX,2019-09-04 00:00:00,215.28,221.60
LRCX,2019-09-03 00:00:00,211,212.94
LRCX,2019-08-30 00:00:00,211.38,210.51
LRCX,2019-08-29 00:00:00,207,207.66
LRCX,2019-08-28 00:00:00,199.66,203.28
LRCX,2019-08-27 00:00:00,203.43,199.77
LRCX,2019-08-26 00:00:00,204.32,201.34
LRCX,2019-08-23 00:00:00,207.65,200.39
LRCX,2019-08-22 00:00:00,208.18,210.46
LRCX,2019-08-21 00:00:00,209.11,207.99
LRCX,2019-08-20 00:00:00,208.21,206.76
LRCX,2019-08-19 00:00:00,210,208.05
LRCX,2019-08-16 00:00:00,198.93,205.11
LRCX,2019-08-15 00:00:00,199.73,198.93
LRCX,2019-08-14 00:00:00,199.35,198.50
LRCX,2019-08-13 00:00:00,196.31,205.69
LRCX,2019-08-12 00:00:00,194.39,196.31
LRCX,2019-08-09 00:00:00,199.34,195.32
LRCX,2019-08-08 00:00:00,201.01,201.48
LRCX,2019-08-07 00:00:00,192.45,196.43
LRCX,2019-08-06 00:00:00,197.23,194.52
LRCX,2019-08-05 00:00:00,197.76,193.53
LRCX,2019-08-02 00:00:00,204.32,204.09
LRCX,2019-08-01 00:00:00,207.89,205.76
LRCX,2019-07-31 00:00:00,210.70,208.61
LRCX,2019-07-30 00:00:00,208.63,211.32
LRCX,2019-07-29 00:00:00,210.31,210.82
LRCX,2019-07-26 00:00:00,211.45,210.75
LRCX,2019-07-25 00:00:00,213.68,210.75
LRCX,2019-07-24 00:00:00,210,216.98
LRCX,2019-07-23 00:00:00,207.60,209.76
LRCX,2019-07-22 00:00:00,202.88,207.21
LRCX,2019-07-19 00:00:00,200.29,198.47
LRCX,2019-07-18 00:00:00,193.08,198.23
LRCX,2019-07-17 00:00:00,190.45,191.72
LRCX,2019-07-16 00:00:00,191.07,189.81
LRCX,2019-07-15 00:00:00,192.36,192.75
LRCX,2019-07-12 00:00:00,186.47,191.24
LRCX,2019-07-11 00:00:00,185.74,184.89
LRCX,2019-07-10 00:00:00,185.35,184.22
LRCX,2019-07-09 00:00:00,180.09,183.08
LRCX,2019-07-08 00:00:00,179.20,181.40
LRCX,2019-07-05 00:00:00,183.18,183.64
LRCX,2019-07-03 00:00:00,187.39,184.86
LRCX,2019-07-02 00:00:00,190.97,187.19
LRCX,2019-07-01 00:00:00,194.57,191.34
LRCX,2019-06-28 00:00:00,189.69,187.84
LRCX,2019-06-27 00:00:00,182.89,186.13
LRCX,2019-06-26 00:00:00,179.37,181.28
LRCX,2019-06-25 00:00:00,181.23,175.82
LRCX,2019-06-24 00:00:00,182.09,181.27
LRCX,2019-06-21 00:00:00,182.69,183.03
LRCX,2019-06-20 00:00:00,185.08,183.96
LRCX,2019-06-19 00:00:00,181.66,181.42
LRCX,2019-06-18 00:00:00,174.98,180.44
LRCX,2019-06-17 00:00:00,176.79,172.51
LRCX,2019-06-14 00:00:00,176.32,176.80
LRCX,2019-06-13 00:00:00,180.84,180.19
LRCX,2019-06-12 00:00:00,183.37,179.88
LRCX,2019-06-11 00:00:00,194.91,189.92
LRCX,2019-06-10 00:00:00,188.09,191.17
LRCX,2019-06-07 00:00:00,185.63,186.68
LRCX,2019-06-06 00:00:00,182.35,184.64
LRCX,2019-06-05 00:00:00,181.16,182.32
LRCX,2019-06-04 00:00:00,174.54,180.42
LRCX,2019-06-03 00:00:00,175.48,172.43
LRCX,2019-05-31 00:00:00,176.31,174.61
LRCX,2019-05-30 00:00:00,177.95,178.62
LRCX,2019-05-29 00:00:00,177.13,177.60
LRCX,2019-05-28 00:00:00,183.54,178.92
LRCX,2019-05-24 00:00:00,186.78,181.90
LRCX,2019-05-23 00:00:00,183.80,185.45
LRCX,2019-05-22 00:00:00,185.38,187.18
LRCX,2019-05-21 00:00:00,186.61,186.91
LRCX,2019-05-20 00:00:00,188.64,183.67
LRCX,2019-05-17 00:00:00,193.09,194.16
LRCX,2019-05-16 00:00:00,192.04,194.46
LRCX,2019-05-15 00:00:00,191.16,195.48
LRCX,2019-05-14 00:00:00,190.46,192.44
LRCX,2019-05-13 00:00:00,191.30,188.30
LRCX,2019-05-10 00:00:00,197.09,197.90
LRCX,2019-05-09 00:00:00,196,198.63
LRCX,2019-05-08 00:00:00,198.50,199.71
LRCX,2019-05-07 00:00:00,200.89,199.94
LRCX,2019-05-06 00:00:00,200.33,204.54
LRCX,2019-05-03 00:00:00,207.39,207.78
LRCX,2019-05-02 00:00:00,203.96,206.84
LRCX,2019-05-01 00:00:00,208.04,203.96
LRCX,2019-04-30 00:00:00,206.23,207.43
LRCX,2019-04-29 00:00:00,206.73,206.12
LRCX,2019-04-26 00:00:00,203,206.39
LRCX,2019-04-25 00:00:00,203,205.08
LRCX,2019-04-24 00:00:00,195.15,195.44
LRCX,2019-04-23 00:00:00,195,194.78
LRCX,2019-04-22 00:00:00,196.29,195.22
LRCX,2019-04-18 00:00:00,196.73,194.77
LRCX,2019-04-17 00:00:00,197.34,196.29
LRCX,2019-04-16 00:00:00,194.50,194.62
LRCX,2019-04-15 00:00:00,193.38,192.81
LRCX,2019-04-12 00:00:00,194.11,194.08
LRCX,2019-04-11 00:00:00,191.31,191.31
LRCX,2019-04-10 00:00:00,189.80,190.84
LRCX,2019-04-09 00:00:00,191.82,190.46
LRCX,2019-04-08 00:00:00,193.60,193.58
LRCX,2019-04-05 00:00:00,193.21,195.15
LRCX,2019-04-04 00:00:00,189.59,191.03
LRCX,2019-04-03 00:00:00,187.63,191.54
LRCX,2019-04-02 00:00:00,185.07,184.26
LRCX,2019-04-01 00:00:00,182,184.70
LRCX,2019-03-29 00:00:00,177.77,179.01
LRCX,2019-03-28 00:00:00,177.77,175.68
LRCX,2019-03-27 00:00:00,180.17,177.64
LRCX,2019-03-26 00:00:00,179.74,180.05
LRCX,2019-03-25 00:00:00,179.03,179.09
LRCX,2019-03-22 00:00:00,182.31,179.45
LRCX,2019-03-21 00:00:00,175.79,183.80
LRCX,2019-03-20 00:00:00,179.17,175.74
LRCX,2019-03-19 00:00:00,180.28,179.35
LRCX,2019-03-18 00:00:00,181.82,180.20
LRCX,2019-03-15 00:00:00,181.34,182.39
LRCX,2019-03-14 00:00:00,171,176.53
LRCX,2019-03-13 00:00:00,173.11,170.41
LRCX,2019-03-12 00:00:00,172.86,172.06
LRCX,2019-03-11 00:00:00,169.63,172.01
LRCX,2019-03-08 00:00:00,164.70,168.83
LRCX,2019-03-07 00:00:00,168.51,167.16
LRCX,2019-03-06 00:00:00,173.50,169.19
LULU,2020-03-05 00:00:00,225.40,221.19
LULU,2020-03-04 00:00:00,231.51,231.62
LULU,2020-03-03 00:00:00,228.87,227.13
LULU,2020-03-02 00:00:00,219.19,228.90
LULU,2020-02-28 00:00:00,210,217.41
LULU,2020-02-27 00:00:00,230.44,220.70
LULU,2020-02-26 00:00:00,239.15,238.56
LULU,2020-02-25 00:00:00,248.38,238.81
LULU,2020-02-24 00:00:00,245.39,246.21
LULU,2020-02-21 00:00:00,263,255.90
LULU,2020-02-20 00:00:00,262.93,263.68
LULU,2020-02-19 00:00:00,261,262.51
LULU,2020-02-18 00:00:00,254.01,259.23
LULU,2020-02-14 00:00:00,254.68,254.41
LULU,2020-02-13 00:00:00,253.41,253.86
LULU,2020-02-12 00:00:00,252.11,253.94
LULU,2020-02-11 00:00:00,249.34,251.58
LULU,2020-02-10 00:00:00,244.02,248.54
LULU,2020-02-07 00:00:00,243.77,243.51
LULU,2020-02-06 00:00:00,244.35,243.78
LULU,2020-02-05 00:00:00,249.15,243.90
LULU,2020-02-04 00:00:00,249.85,247.99
LULU,2020-02-03 00:00:00,240.18,246.37
LULU,2020-01-31 00:00:00,243.48,239.39
LULU,2020-01-30 00:00:00,241.84,243.77
LULU,2020-01-29 00:00:00,240.32,243.66
LULU,2020-01-28 00:00:00,238.66,239.35
LULU,2020-01-27 00:00:00,233.80,236.74
LULU,2020-01-24 00:00:00,243.74,240.35
LULU,2020-01-23 00:00:00,242.62,243.06
LULU,2020-01-22 00:00:00,243.30,244.30
LULU,2020-01-21 00:00:00,241.43,242.52
LULU,2020-01-17 00:00:00,245.51,241.25
LULU,2020-01-16 00:00:00,245,243.71
LULU,2020-01-15 00:00:00,245.15,243.49
LULU,2020-01-14 00:00:00,246.28,243.77
LULU,2020-01-13 00:00:00,238.57,245.18
LULU,2020-01-10 00:00:00,236.21,234.84
LULU,2020-01-09 00:00:00,239.22,235.90
LULU,2020-01-08 00:00:00,234.88,237.27
LULU,2020-01-07 00:00:00,235.50,233.70
LULU,2020-01-06 00:00:00,231.49,235.43
LULU,2020-01-03 00:00:00,231.24,232.64
LULU,2020-01-02 00:00:00,232.90,233.42
LULU,2019-12-31 00:00:00,231.14,231.67
LULU,2019-12-30 00:00:00,229.80,230.83
LULU,2019-12-27 00:00:00,232.56,230.02
LULU,2019-12-26 00:00:00,229.39,231.17
LULU,2019-12-24 00:00:00,228.47,229.03
LULU,2019-12-23 00:00:00,230.80,228.13
LULU,2019-12-20 00:00:00,224.69,230.29
LULU,2019-12-19 00:00:00,223.79,224.13
LULU,2019-12-18 00:00:00,223.97,224.31
LULU,2019-12-17 00:00:00,225.83,222.98
LULU,2019-12-16 00:00:00,224.72,225.35
LULU,2019-12-13 00:00:00,220.43,223.55
LULU,2019-12-12 00:00:00,226.05,224.47
LULU,2019-12-11 00:00:00,229.90,233.19
LULU,2019-12-10 00:00:00,231.67,229.65
LULU,2019-12-09 00:00:00,232.03,230.88
LULU,2019-12-06 00:00:00,232.56,229.38
LULU,2019-12-05 00:00:00,227.50,230.79
LULU,2019-12-04 00:00:00,225,225.58
LULU,2019-12-03 00:00:00,222.57,223.19
LULU,2019-12-02 00:00:00,226.25,225.53
LULU,2019-11-29 00:00:00,228.74,225.69
LULU,2019-11-27 00:00:00,223.89,228.83
LULU,2019-11-26 00:00:00,223.26,222.84
LULU,2019-11-25 00:00:00,222.03,222.16
LULU,2019-11-22 00:00:00,218,219.90
LULU,2019-11-21 00:00:00,216.98,216.74
LULU,2019-11-20 00:00:00,216.84,217.04
LULU,2019-11-19 00:00:00,217.79,216.88
LULU,2019-11-18 00:00:00,214.50,218.46
LULU,2019-11-15 00:00:00,214.31,215.91
LULU,2019-11-14 00:00:00,210.04,213.22
LULU,2019-11-13 00:00:00,207.59,211.11
LULU,2019-11-12 00:00:00,207.18,207.81
LULU,2019-11-11 00:00:00,203.25,207.19
LULU,2019-11-08 00:00:00,202.58,204.13
LULU,2019-11-07 00:00:00,202,202.82
LULU,2019-11-06 00:00:00,196.98,200.74
LULU,2019-11-05 00:00:00,197,194.34
LULU,2019-11-04 00:00:00,203.89,196.48
LULU,2019-11-01 00:00:00,205.18,200.69
